ev,ts,start,end,duration_ms,role,dp,tp,pid,overlap_ms,overlap_ratio,union_overlap_ms,union_overlap_ratio,overlap_intensity,max_active_recv
engine_step_start,1780280964.1262724,1780280964.1262724,1780280964.1385865,12.314081192016602,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1265154,1780280964.1265154,1780280964.1386242,12.108802795410156,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.138598,1780280964.138598,1780280964.150862,12.264013290405273,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1386316,1780280964.1386316,1780280964.1508875,12.25590705871582,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1508682,1780280964.1508682,1780280964.1631436,12.275457382202148,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.150894,1780280964.150894,1780280964.1631055,12.21156120300293,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1631117,1780280964.1631117,1780280964.1754696,12.357950210571289,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1631489,1780280964.1631489,1780280964.1753447,12.195825576782227,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1753504,1780280964.1753504,1780280964.1876373,12.286901473999023,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.175476,1780280964.175476,1780280964.1875906,12.114524841308594,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1875966,1780280964.1875966,1780280964.1998556,12.25900650024414,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.187648,1780280964.187648,1780280964.1998541,12.206077575683594,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1998591,1780280964.1998591,1780280964.2120667,12.207508087158203,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.1998615,1780280964.1998615,1780280964.2121496,12.288093566894531,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.212544,1780280964.212544,1780280964.2244847,11.940717697143555,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.2125576,1780280964.2125576,1780280964.224297,11.739492416381836,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.2243018,1780280964.2243018,1780280964.2366095,12.30764389038086,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.224491,1780280964.224491,1780280964.236653,12.162208557128906,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.2366147,1780280964.2366147,1780280964.2486942,12.079477310180664,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.236659,1780280964.236659,1780280964.248859,12.199878692626953,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.2486994,1780280964.2486994,1780280964.2609055,12.206077575683594,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.2488654,1780280964.2488654,1780280964.2609415,12.076139450073242,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.260911,1780280964.260911,1780280964.2732742,12.363195419311523,decode,1,0,451641,2.5229454040527344,0.2040690386655096,2.5229454040527344,0.2040690386655096,1.0,1
engine_step_start,1780280964.2609577,1780280964.2609577,1780280964.2731717,12.213945388793945,decode,0,0,451640,2.5229454040527344,0.2065626891018759,2.5229454040527344,0.2065626891018759,1.0,1
engine_step_start,1780280964.2731864,1780280964.2731864,1780280964.2855074,12.320995330810547,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.273289,1780280964.273289,1780280964.2854161,12.127161026000977,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.2854326,1780280964.2854326,1780280964.2975366,12.104034423828125,decode,1,0,451641,1.5211105346679688,0.12566971320516862,1.5211105346679688,0.12566971320516862,1.0,1
engine_step_start,1780280964.2855139,1780280964.2855139,1780280964.2977645,12.250661849975586,decode,0,0,451640,1.5211105346679688,0.12416558005566043,1.5211105346679688,0.12416558005566043,1.0,1
engine_step_start,1780280964.2975483,1780280964.2975483,1780280964.3098028,12.254476547241211,decode,1,0,451641,0.6580352783203125,0.05369754275375007,0.6580352783203125,0.05369754275375007,1.0,1
engine_step_start,1780280964.2977877,1780280964.2977877,1780280964.3099997,12.212038040161133,decode,0,0,451640,0.6580352783203125,0.05388414907947912,0.6580352783203125,0.05388414907947912,1.0,1
engine_step_start,1780280964.3098078,1780280964.3098078,1780280964.3220167,12.208938598632812,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.3100133,1780280964.3100133,1780280964.322099,12.085676193237305,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.3220284,1780280964.3220284,1780280964.3342679,12.239456176757812,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.322105,1780280964.322105,1780280964.3344026,12.297630310058594,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.3342772,1780280964.3342772,1780280964.3465807,12.303590774536133,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.3344154,1780280964.3344154,1780280964.346622,12.206554412841797,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.3465955,1780280964.3465955,1780280964.3588836,12.288093566894531,decode,1,0,451641,9.777069091796875,0.7956538610787738,9.777069091796875,0.7956538610787738,1.0,1
engine_step_start,1780280964.3466287,1780280964.3466287,1780280964.3588367,12.207984924316406,decode,0,0,451640,9.730100631713867,0.7970275759706273,9.730100631713867,0.7970275759706273,1.0,1
engine_step_start,1780280964.3588428,1780280964.3588428,1780280964.3709414,12.098550796508789,decode,0,0,451640,12.098550796508789,1.0,12.098550796508789,1.0,1.0,1
engine_step_start,1780280964.358896,1780280964.358896,1780280964.371005,12.109041213989258,decode,1,0,451641,12.109041213989258,1.0,12.109041213989258,1.0,1.0,1
engine_step_start,1780280964.3709476,1780280964.3709476,1780280964.3831286,12.18104362487793,decode,0,0,451640,2.4619102478027344,0.20210996065843298,2.4619102478027344,0.20210996065843298,1.0,1
engine_step_start,1780280964.37101,1780280964.37101,1780280964.3831344,12.124300003051758,decode,1,0,451641,2.399444580078125,0.19790376182329458,2.399444580078125,0.19790376182329458,1.0,1
engine_step_start,1780280964.3831346,1780280964.3831346,1780280964.3954318,12.29715347290039,decode,0,0,451640,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.3831387,1780280964.3831387,1780280964.3953712,12.232542037963867,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
engine_step_start,1780280964.3953757,1780280964.3953757,1780280964.4075828,12.20703125,decode,1,0,451641,0.0,0.0,0.0,0.0,0.0,0
